Key_signature,Time_signature,Notas
"[(5, 0.0)]","[(3, 4, 0.0)]","[81, 88, 86, 88, 86, 84, 86, 88, 89, 91, 88, 89, 88, 86, 88, 86, 84, 82, 57, 61, 64, 69, 73, 76, 69, 73, 76, 81, 85, 88, 85, 81, 76, 73, 69, 76, 73, 69, 64, 61, 57, 81, 88, 86, 88, 86, 84, 86, 88, 89, 91, 88, 89, 88, 86, 88, 86, 84, 82, 81, 82, 84, 86, 89, 86, 88, 86, 84, 82, 81, 82, 84, 86, 88, 91, 89, 86, 88, 86, 84, 82, 86, 85, 70, 69, 61, 70, 69, 61, 70, 69, 61, 69, 67, 62, 69, 67, 62, 69, 67, 62, 70, 69, 61, 70, 69, 61, 70, 69, 61, 70, 69, 62, 69, 67, 62, 67, 64, 62, 70, 69, 61, 70, 69, 61, 70, 69, 61, 67, 65, 57, 67, 65, 57, 67, 65, 57, 65, 64, 60, 65, 64, 60, 65, 64, 60, 64, 62, 58, 64, 62, 58, 64, 62, 58, 70, 69, 61, 70, 69, 61, 70, 69, 61, 69, 67, 62, 69, 67, 62, 69, 67, 62, 70, 69, 61, 70, 69, 61, 70, 69, 61, 69, 67, 62, 69, 67, 62, 69, 67, 62, 81, 83, 85, 86, 88, 89, 88, 89, 88, 86, 84, 86, 88, 89, 91, 88, 89, 88, 86, 88, 86, 84, 82, 81, 83, 85, 86, 88, 89, 91, 93, 94, 96, 94, 93, 91, 93, 93, 91, 94, 93, 89, 91, 89, 87, 86, 88, 84, 82, 70, 69, 61, 70, 69, 61, 70, 69, 61, 69, 67, 62, 69, 67, 62, 69, 67, 62, 70, 69, 61, 70, 69, 61, 70, 69, 61, 70, 69, 62, 69, 67, 62, 67, 64, 62, 70, 69, 61, 70, 69, 61, 70, 69, 61, 67, 65, 57, 67, 65, 57, 67, 65, 57, 65, 64, 60, 65, 64, 60, 65, 64, 60, 64, 62, 58, 64, 62, 58, 64, 62, 58, 61, 64, 62, 64, 58, 64, 61, 62, 64, 58, 76, 70, 82, 84, 86, 89, 86, 84, 84, 86, 84, 82, 77, 82, 81, 80, 77, 76, 74, 57, 61, 64, 69, 73, 76, 69, 73, 76, 81, 85, 88, 69, 73, 76, 81, 85, 88, 81, 85, 88, 93, 97, 105, 93, 100, 57, 64, 62, 64, 62, 60, 62, 64, 65, 67, 64, 65, 64, 62, 64, 62, 60, 58, 45, 52, 57, 61, 64, 69, 73, 61, 64, 69, 73, 76, 81, 76, 73, 69, 64, 61, 69, 64, 61, 57, 57, 52, 45, 57, 64, 62, 64, 62, 60, 62, 64, 65, 67, 64, 65, 64, 62, 64, 62, 60, 58, 57, 58, 60, 62, 65, 62, 64, 62, 60, 58, 57, 58, 60, 62, 64, 67, 65, 62, 64, 62, 60, 58, 62, 61, 45, 52, 57, 45, 52, 58, 45, 52, 57, 45, 52, 58, 45, 52, 57, 41, 48, 57, 48, 55, 60, 55, 57, 60, 58, 45, 52, 57, 45, 52, 58, 45, 52, 57, 45, 52, 58, 45, 57, 59, 61, 62, 64, 65, 64, 65, 64, 62, 60, 62, 64, 65, 67, 64, 65, 64, 62, 64, 62, 60, 58, 57, 59, 61, 62, 64, 65, 67, 69, 70, 72, 70, 69, 67, 69, 69, 67, 70, 69, 65, 67, 65, 63, 62, 64, 60, 58, 45, 52, 57, 45, 52, 58, 45, 52, 57, 45, 52, 58, 45, 52, 57, 41, 48, 57, 48, 55, 60, 55, 57, 60, 58, 45, 52, 57, 50, 52, 53, 55, 57, 58, 60, 58, 57, 45, 52, 57, 50, 52, 53, 55, 57, 58, 60, 58, 57, 62, 56, 58, 60, 62, 65, 62, 60, 60, 62, 60, 58, 53, 58, 57, 56, 53, 52, 50, 45, 52, 57, 61, 64, 69, 73, 61, 64, 69, 73, 76, 81, 61, 64, 69, 73, 76, 81, 73, 76, 81, 85, 88, 76, 69, 85]"
"[(2, 0.0)]","[(2, 4, 0.0)]","[57, 62, 66, 69, 57, 69, 66, 62, 66, 66, 62, 57, 66, 66, 69, 67, 66, 69, 57, 62, 66, 74, 76, 66, 78, 76, 73, 74, 66, 65, 66, 71, 67, 61, 67, 64, 69, 66, 71, 67, 69, 73, 76, 73, 74, 71, 74, 71, 76, 73, 74, 71, 69, 73, 76, 73, 71, 67, 74, 71, 69, 66, 73, 69, 67, 64, 71, 65, 66, 69, 74, 62, 74, 73, 71, 62, 73, 71, 62, 67, 74, 67, 66, 62, 66, 65, 66, 67, 71, 74, 62, 73, 71, 66, 62, 74, 78, 68, 78, 69, 76, 73, 67, 74, 71, 68, 76, 73, 64, 69, 69, 71, 73, 66, 61, 76, 74, 73, 62, 69, 73, 71, 62, 68, 69, 61, 66, 66, 62, 57, 66, 66, 69, 67, 66, 69, 62, 57, 66, 74, 76, 66, 78, 76, 73, 74, 65, 66, 71, 67, 61, 67, 64, 70, 66, 71, 67, 73, 70, 73, 76, 64, 67, 74, 74, 73, 70, 66, 64, 70, 72, 66, 73, 74, 66, 78, 76, 70, 73, 65, 74, 66, 71, 74, 73, 76, 78, 76, 71, 71, 67, 74, 74, 71, 66, 73, 76, 78, 76, 71, 71, 67, 74, 74, 71, 66, 71, 73, 74, 71, 66, 66, 62, 70, 70, 61, 66, 68, 73, 70, 71, 65, 70, 68, 73, 70, 70, 66, 61, 71, 73, 77, 75, 77, 75, 73, 65, 61, 63, 65, 63, 65, 63, 61, 70, 66, 70, 66, 65, 63, 71, 65, 61, 71, 70, 71, 72, 77, 73, 75, 73, 66, 71, 73, 77, 75, 77, 75, 73, 65, 70, 61, 66, 69, 74, 71, 66, 62, 69, 67, 74, 62, 65, 73, 61, 66, 61, 66, 69, 67, 63, 60, 66, 64, 71, 59, 64, 65, 61, 66, 66, 62, 57, 66, 66, 69, 67, 66, 69, 66, 57, 62, 74, 76, 66, 78, 76, 73, 74, 66, 65, 66, 71, 67, 61, 67, 64, 69, 66, 71, 67, 73, 69, 76, 73, 74, 71, 71, 74, 76, 73, 74, 71, 73, 69, 76, 73, 71, 67, 71, 74, 69, 66, 73, 69, 67, 64, 71, 65, 69, 66, 74, 62, 64, 65, 69, 74, 70, 74, 76, 79, 77, 72, 69, 69, 70, 69, 67, 65, 61, 62, 66, 70, 67, 70, 73, 76, 74, 65, 66, 69, 66, 67, 66, 62, 66, 67, 69, 67, 66, 63, 60, 66, 71, 66, 64, 59, 67, 66, 66, 64, 61, 57, 69, 66, 62, 57, 69, 66, 62, 62, 54, 57, 66, 74, 81, 86, 50, 38, 45, 33, 50, 38, 45, 33, 56, 50, 57, 45, 56, 50, 57, 45, 56, 50, 57, 51, 56, 52, 57, 45, 56, 49, 57, 45, 56, 52, 57, 45, 56, 49, 57, 45, 56, 50, 57, 54, 47, 53, 47, 47, 54, 62, 54, 47, 55, 62, 55, 47, 53, 54, 59, 62, 61, 58, 59, 62, 61, 54, 53, 47, 40, 52, 45, 56, 61, 57, 59, 57, 56, 50, 57, 45, 56, 50, 57, 45, 56, 50, 57, 51, 58, 52, 59, 55, 52, 49, 59, 67, 59, 53, 42, 54, 64, 57, 66, 58, 54, 54, 62, 54, 47, 55, 61, 55, 47, 53, 57, 54, 55, 54, 47, 55, 61, 55, 47, 53, 57, 54, 55, 54, 47, 49, 50, 56, 44, 37, 48, 53, 49, 51, 49, 59, 65, 61, 63, 61, 59, 49, 48, 49, 61, 42, 49, 59, 42, 54, 49, 58, 42, 49, 49, 56, 42, 49, 49, 58, 42, 54, 49, 59, 42, 54, 42, 60, 50, 60, 59, 55, 59, 49, 58, 54, 57, 47, 57, 55, 52, 55, 45, 56, 38, 57, 45, 56, 38, 57, 45, 56, 50, 57, 51, 56, 52, 57, 45, 56, 49, 57, 45, 56, 52, 57, 45, 56, 49, 57, 45, 56, 50, 57, 54, 50, 46, 53, 62, 53, 41, 47, 48, 57, 43, 50, 58, 50, 38, 44, 45, 58, 57, 57, 47, 57, 55, 52, 58, 57, 57, 55, 45, 38, 33, 38, 33, 50, 45, 38, 78, 69, 62]"
"[(7, 0.0)]","[(3, 8, 0.0), (3, 4, 49.09003850833335), (10, 4, 104.7684552166666), (3, 8, 116.32659318333327), (3, 4, 165.88405319166662)]","[71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 72, 79, 84, 78, 83, 90, 88, 93, 100, 102, 95, 87, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 78, 83, 77, 80, 76, 81, 75, 78, 79, 74, 74, 72, 74, 71, 67, 71, 69, 69, 76, 81, 76, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 72, 79, 84, 78, 83, 90, 88, 93, 100, 102, 95, 87, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 75, 78, 84, 86, 84, 81, 84, 76, 75, 78, 84, 86, 84, 81, 84, 76, 80, 77, 76, 81, 78, 75, 79, 74, 74, 72, 74, 71, 67, 71, 69, 69, 76, 81, 76, 83, 85, 87, 88, 90, 91, 93, 91, 93, 91, 90, 88, 90, 91, 90, 86, 83, 84, 86, 88, 90, 91, 88, 86, 88, 86, 83, 79, 81, 83, 86, 84, 83, 84, 88, 83, 75, 71, 83, 75, 71, 83, 75, 71, 81, 76, 72, 81, 76, 72, 81, 76, 72, 83, 75, 71, 75, 83, 71, 75, 83, 71, 76, 81, 72, 81, 76, 72, 81, 76, 72, 83, 75, 71, 75, 83, 71, 83, 75, 71, 75, 83, 71, 75, 83, 71, 83, 75, 71, 83, 75, 71, 83, 75, 71, 75, 83, 71, 83, 75, 71, 75, 83, 71, 83, 75, 71, 87, 90, 99, 71, 76, 74, 76, 74, 76, 74, 76, 74, 71, 59, 62, 67, 71, 74, 79, 83, 86, 91, 95, 98, 71, 76, 74, 76, 74, 76, 74, 76, 78, 76, 74, 72, 52, 55, 60, 64, 67, 72, 76, 79, 84, 88, 100, 72, 76, 74, 76, 78, 79, 76, 78, 76, 74, 72, 71, 59, 62, 67, 71, 74, 79, 83, 86, 91, 95, 98, 71, 74, 72, 71, 69, 71, 72, 74, 72, 71, 69, 50, 54, 60, 62, 66, 72, 74, 78, 84, 86, 90, 72, 74, 76, 78, 79, 78, 76, 74, 76, 78, 76, 74, 72, 74, 76, 74, 72, 71, 59, 62, 67, 71, 74, 79, 83, 86, 91, 95, 98, 71, 76, 64, 66, 69, 72, 88, 74, 76, 74, 72, 71, 72, 74, 72, 71, 69, 67, 66, 67, 66, 64, 62, 60, 62, 63, 64, 66, 69, 67, 66, 64, 63, 64, 60, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 72, 79, 84, 78, 83, 90, 88, 93, 100, 102, 95, 87, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 83, 78, 80, 77, 81, 76, 78, 75, 79, 74, 72, 74, 74, 71, 67, 71, 69, 69, 76, 76, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 72, 79, 84, 78, 83, 90, 88, 93, 100, 102, 95, 87, 75, 78, 76, 78, 76, 72, 81, 71, 75, 78, 76, 78, 76, 72, 81, 75, 78, 84, 86, 84, 81, 84, 76, 75, 78, 84, 86, 84, 81, 84, 76, 80, 77, 76, 81, 78, 75, 79, 74, 72, 74, 71, 74, 67, 71, 69, 69, 76, 76, 81, 83, 85, 87, 88, 90, 91, 93, 91, 93, 91, 90, 88, 90, 91, 90, 86, 83, 84, 86, 88, 90, 91, 88, 86, 88, 86, 83, 79, 81, 83, 86, 84, 83, 84, 88, 83, 75, 71, 75, 83, 71, 83, 75, 71, 81, 76, 72, 76, 81, 72, 81, 76, 72, 75, 83, 71, 83, 75, 71, 83, 75, 71, 76, 81, 72, 76, 81, 72, 76, 81, 72, 83, 75, 71, 83, 75, 71, 83, 75, 71, 83, 75, 71, 75, 83, 71, 83, 75, 71, 75, 83, 71, 75, 83, 71, 83, 75, 71, 83, 75, 71, 75, 83, 71, 75, 83, 71, 99, 87, 90, 71, 69, 67, 69, 71, 72, 71, 63, 75, 78, 87, 59, 63, 66, 64, 66, 64, 60, 69, 59, 63, 66, 64, 66, 64, 60, 69, 59, 66, 67, 66, 69, 67, 69, 67, 66, 64, 66, 64, 62, 66, 60, 69, 66, 67, 64, 67, 66, 69, 66, 67, 64, 67, 59, 63, 62, 61, 60, 59, 54, 55, 59, 55, 60, 66, 60, 59, 66, 67, 66, 69, 67, 69, 67, 66, 64, 66, 64, 62, 66, 60, 69, 66, 67, 64, 67, 66, 69, 66, 67, 64, 67, 59, 59, 71, 69, 66, 69, 71, 69, 66, 69, 71, 74, 73, 72, 71, 66, 55, 59, 55, 60, 66, 60, 59, 61, 63, 64, 66, 67, 69, 67, 69, 67, 66, 64, 66, 67, 66, 62, 59, 60, 62, 64, 66, 67, 64, 62, 64, 62, 59, 55, 57, 59, 62, 60, 59, 60, 64, 59, 66, 75, 59, 66, 76, 59, 66, 75, 59, 66, 76, 59, 66, 75, 78, 75, 78, 75, 78, 75, 78, 75, 78, 71, 78, 83, 43, 50, 55, 59, 62, 67, 71, 74, 79, 83, 86, 91, 36, 43, 48, 52, 55, 60, 64, 67, 72, 76, 79, 84, 43, 50, 55, 59, 62, 67, 71, 74, 79, 83, 86, 91, 38, 45, 50, 54, 57, 62, 66, 69, 74, 78, 81, 84, 43, 50, 55, 59, 62, 67, 71, 74, 79, 83, 86, 91, 45, 54, 57, 60, 76, 78, 81, 84, 59, 63, 66, 64, 66, 64, 60, 69, 59, 63, 66, 64, 66, 64, 60, 69, 59, 66, 67, 66, 69, 67, 69, 67, 66, 64, 66, 64, 62, 66, 60, 69, 66, 67, 64, 67, 66, 69, 66, 67, 64, 67, 59, 63, 62, 61, 60, 59, 54, 55, 59, 55, 60, 66, 60, 59, 66, 67, 66, 69, 67, 69, 67, 66, 64, 66, 64, 62, 66, 60, 69, 66, 67, 64, 67, 66, 69, 66, 67, 64, 67, 59, 59, 71, 69, 66, 69, 71, 69, 66, 69, 71, 74, 73, 72, 71, 66, 55, 59, 55, 60, 66, 60, 59, 61, 63, 64, 66, 67, 69, 67, 69, 67, 66, 64, 66, 67, 66, 62, 59, 60, 62, 64, 66, 67, 64, 62, 64, 62, 59, 55, 57, 59, 62, 60, 59, 60, 64, 59, 66, 75, 59, 66, 76, 59, 66, 75, 59, 66, 76, 59, 66, 75, 78, 75, 78, 75, 78, 75, 78, 75, 78, 71, 78, 83, 48, 54, 60, 64, 66, 54, 47, 71, 66, 59]"
"[(10, 0.0), (7, 64.10016291666668), (10, 119.28395085416662)]","[(3, 4, 0.0)]","[79, 74, 75, 79, 78, 81, 79, 81, 79, 78, 79, 82, 74, 81, 84, 82, 86, 80, 89, 84, 79, 88, 84, 87, 78, 86, 79, 84, 81, 74, 82, 74, 79, 80, 71, 72, 73, 74, 79, 82, 75, 79, 82, 79, 70, 74, 74, 70, 69, 72, 75, 72, 81, 77, 77, 74, 74, 70, 67, 70, 75, 79, 72, 75, 72, 69, 66, 69, 77, 74, 74, 70, 70, 67, 67, 70, 63, 69, 74, 60, 66, 74, 72, 74, 72, 71, 72, 74, 75, 67, 70, 72, 73, 74, 79, 74, 66, 70, 69, 79, 74, 67, 74, 75, 79, 78, 81, 79, 81, 79, 78, 79, 82, 74, 81, 86, 77, 75, 74, 75, 74, 72, 71, 72, 74, 75, 74, 73, 74, 68, 77, 75, 74, 75, 72, 67, 67, 74, 65, 70, 77, 78, 82, 81, 84, 82, 84, 82, 81, 82, 86, 77, 84, 89, 70, 72, 74, 77, 75, 74, 75, 74, 71, 70, 68, 66, 70, 70, 65, 70, 68, 66, 70, 69, 75, 70, 71, 74, 77, 78, 77, 78, 77, 70, 75, 71, 70, 66, 70, 70, 65, 70, 68, 66, 70, 69, 75, 74, 72, 74, 72, 71, 72, 74, 75, 70, 67, 72, 73, 74, 79, 74, 66, 70, 69, 79, 74, 67, 74, 75, 79, 78, 81, 79, 81, 79, 78, 79, 82, 81, 74, 84, 82, 86, 89, 80, 88, 79, 84, 87, 78, 84, 79, 86, 81, 74, 84, 79, 82, 74, 71, 80, 72, 73, 74, 79, 79, 75, 82, 82, 74, 70, 79, 70, 74, 69, 72, 72, 75, 77, 81, 77, 74, 70, 74, 70, 67, 79, 75, 75, 72, 72, 69, 66, 69, 74, 77, 70, 74, 70, 67, 67, 70, 63, 69, 70, 60, 66, 62, 59, 64, 62, 59, 62, 62, 71, 65, 59, 64, 62, 59, 62, 62, 71, 62, 60, 64, 62, 60, 62, 72, 60, 62, 68, 62, 60, 64, 62, 60, 62, 69, 60, 62, 70, 62, 59, 64, 62, 59, 62, 71, 59, 62, 71, 62, 67, 65, 64, 64, 62, 71, 72, 68, 62, 64, 74, 60, 65, 64, 60, 64, 72, 60, 67, 72, 60, 69, 66, 66, 60, 69, 64, 60, 70, 62, 62, 59, 64, 62, 59, 62, 62, 71, 65, 59, 64, 62, 59, 62, 62, 71, 62, 60, 64, 62, 60, 62, 72, 60, 62, 68, 62, 60, 64, 62, 60, 62, 69, 60, 62, 70, 62, 59, 64, 62, 59, 62, 71, 62, 59, 69, 67, 64, 64, 71, 76, 64, 71, 62, 67, 66, 65, 74, 73, 66, 64, 71, 62, 72, 69, 71, 68, 74, 71, 69, 72, 68, 71, 68, 65, 69, 66, 72, 69, 76, 72, 79, 76, 78, 74, 78, 81, 78, 74, 76, 72, 72, 69, 71, 68, 74, 71, 72, 69, 71, 68, 74, 70, 69, 72, 67, 70, 68, 65, 69, 66, 72, 69, 75, 72, 79, 75, 78, 74, 78, 81, 78, 74, 75, 72, 69, 67, 74, 66, 72, 69, 70, 67, 75, 77, 79, 77, 75, 75, 79, 84, 82, 79, 75, 77, 75, 72, 70, 67, 63, 67, 70, 75, 79, 70, 75, 79, 67, 75, 77, 79, 77, 75, 75, 79, 84, 82, 79, 75, 77, 75, 72, 70, 67, 63, 67, 70, 75, 79, 79, 70, 74, 82, 74, 70, 72, 69, 75, 72, 81, 77, 77, 74, 74, 70, 70, 67, 79, 75, 75, 72, 72, 69, 69, 66, 77, 74, 74, 70, 70, 67, 67, 70, 63, 69, 74, 66, 60, 74, 72, 74, 72, 71, 72, 74, 75, 70, 67, 72, 73, 74, 79, 74, 70, 66, 69, 79, 74, 67, 74, 75, 79, 78, 81, 79, 81, 79, 78, 79, 82, 81, 74, 86, 77, 75, 74, 75, 74, 72, 71, 72, 74, 75, 74, 73, 74, 68, 77, 75, 74, 75, 72, 67, 67, 74, 70, 65, 77, 78, 82, 81, 84, 82, 84, 82, 81, 82, 86, 84, 77, 89, 70, 72, 74, 77, 75, 74, 75, 74, 71, 70, 68, 66, 70, 70, 65, 70, 68, 70, 66, 69, 75, 70, 71, 74, 77, 78, 77, 78, 77, 70, 75, 71, 70, 66, 70, 70, 65, 70, 68, 66, 70, 69, 75, 74, 72, 74, 72, 71, 72, 74, 75, 70, 67, 72, 73, 74, 79, 74, 70, 66, 69, 79, 74, 67, 74, 75, 79, 78, 81, 79, 81, 79, 78, 79, 82, 81, 74, 84, 82, 86, 89, 80, 79, 84, 88, 87, 84, 78, 79, 86, 74, 81, 84, 82, 79, 74, 80, 71, 72, 73, 74, 79, 75, 79, 82, 79, 70, 74, 82, 74, 70, 72, 69, 75, 72, 81, 77, 77, 74, 74, 70, 70, 67, 79, 75, 75, 72, 72, 69, 69, 66, 77, 74, 74, 70, 70, 67, 67, 70, 63, 69, 70, 66, 60, 71, 59, 62, 67, 56, 60, 63, 68, 70, 72, 74, 62, 67, 71, 56, 58, 60, 63, 68, 72, 75, 84, 83, 79, 74, 95, 91, 83, 86, 71, 59, 62, 67, 71, 72, 69, 74, 72, 70, 69, 70, 67, 66, 62, 67, 71, 72, 69, 70, 66, 67, 65, 64, 63, 62, 61, 38, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 50, 47, 60, 59, 68, 65, 62, 48, 57, 63, 67, 38, 62, 60, 61, 62, 61, 62, 61, 60, 50, 50, 58, 50, 43, 71, 72, 69, 74, 72, 70, 69, 70, 67, 66, 62, 48, 66, 67, 63, 60, 41, 68, 69, 63, 60, 46, 66, 69, 61, 70, 62, 59, 48, 59, 60, 62, 63, 41, 74, 75, 72, 77, 75, 74, 73, 74, 70, 69, 65, 46, 53, 62, 46, 54, 59, 63, 46, 58, 60, 62, 65, 62, 63, 65, 63, 62, 63, 65, 66, 46, 56, 59, 62, 68, 46, 58, 66, 46, 58, 60, 62, 65, 62, 63, 65, 63, 62, 63, 65, 66, 46, 64, 65, 58, 62, 48, 70, 69, 60, 63, 67, 38, 62, 60, 61, 62, 61, 62, 61, 60, 50, 50, 58, 50, 43, 71, 72, 69, 74, 72, 70, 69, 70, 67, 66, 62, 67, 71, 72, 69, 70, 66, 67, 65, 64, 63, 62, 61, 38, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 50, 50, 43, 50, 38, 50, 44, 50, 38, 50, 45, 50, 38, 50, 42, 50, 38, 50, 43, 50, 38, 56, 59, 57, 56, 52, 52, 52, 51, 53, 51, 45, 55, 54, 38, 50, 43, 50, 38, 50, 44, 50, 38, 50, 45, 50, 38, 50, 42, 50, 38, 50, 43, 55, 49, 50, 54, 55, 49, 61, 54, 42, 57, 55, 53, 54, 59, 47, 38, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 38, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 63, 65, 63, 62, 63, 62, 61, 73, 61, 37, 63, 65, 63, 62, 63, 62, 61, 73, 61, 38, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 50, 47, 60, 59, 68, 65, 62, 48, 57, 63, 67, 38, 62, 60, 61, 62, 61, 62, 61, 60, 50, 50, 58, 50, 43, 71, 72, 69, 74, 72, 70, 69, 70, 67, 66, 62, 48, 66, 67, 63, 60, 41, 68, 69, 63, 60, 46, 66, 69, 61, 70, 62, 59, 48, 59, 60, 62, 63, 41, 74, 75, 72, 77, 75, 74, 73, 74, 70, 69, 65, 46, 53, 62, 46, 54, 59, 63, 46, 58, 60, 62, 65, 62, 63, 65, 63, 62, 63, 65, 66, 46, 56, 59, 62, 68, 46, 58, 66, 46, 58, 60, 62, 65, 62, 63, 65, 63, 62, 63, 65, 66, 46, 64, 65, 58, 62, 48, 70, 69, 60, 63, 67, 38, 62, 60, 61, 62, 61, 62, 61, 60, 50, 50, 58, 50, 43, 71, 72, 69, 74, 72, 70, 69, 70, 67, 66, 62, 67, 71, 72, 69, 70, 66, 67, 65, 64, 63, 62, 61, 38, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 50, 43, 49, 50, 53, 51, 53, 51, 50, 51, 43, 43, 49, 50, 53, 51, 53, 51, 50, 51, 43, 43, 49, 50, 53, 51, 53, 51, 50, 55, 59, 61, 62, 65, 63, 62, 67, 71, 73, 74, 77, 75, 74, 79, 74, 67, 55, 50, 43]"
